Date,AwayTeam+ID,AwayTeamScore,Assists,Blocked Shots,Defensive Rebounds,DoubleDoubles,Effective Field Goals Percentage,Field Goals Attempted,Field Goals Percentage,Free Throws Percentage,Offensive Rebounds,Personal Fouls,Plus Minus,Points,Possessions,Rebounds,Steals,Three Pointers Percentage,Triple Doubles,True Shooting Percentage,Turnovers,Two Pointers Perctenage,HomeTeam+ID,HomeTeamScore,Assists,Blocked Shots,Defensive Rebounds,Double Doubles,Effective Field Goals Percentage,Field Goals Attempted,Field Goals Percentage,Free Throws Percentage,Offensive Rebounds,Personal Fouls,Plus Minus,Points,Possessions,Rebounds,Steals,Three Pointers Percentage,TripleDoubles,True Shooting Percentage,Turnovers,Two Pointers Perctenage
3/12/2020,CHI11,,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,ORL5,,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29
3/12/2020,HOU22,,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3,LAL27,,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4
3/12/2020,MEM21,,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6,POR19,,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
3/13/2020,BKN8,,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6,LAC28,,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8
3/13/2020,CLE12,,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,CHA2,,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29
3/13/2020,DEN20,,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,SA24,,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
3/13/2020,MIN16,,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,OKC18,,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
3/13/2020,NO23,,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,UTA17,,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9
3/13/2020,NY6,,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8,MIA4,,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6
3/13/2020,WAS1,,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,BOS9,,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
3/14/2020,CHI11,,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,MIA4,,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6
3/14/2020,CLE12,,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,ATL3,,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1
3/14/2020,DET14,,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2,TOR10,,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
3/14/2020,GS26,,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1,MIL15,,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
3/14/2020,IND13,,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1,PHI7,,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
3/14/2020,MEM21,,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6,UTA17,,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9
3/14/2020,MIN16,,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,SA24,,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
3/14/2020,NO23,,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,LAC28,,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8
3/14/2020,PHO29,,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9,DAL25,,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8
3/15/2020,BKN8,,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6,SAC30,,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24
3/15/2020,BOS9,,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5,CHI11,,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9
3/15/2020,CHA2,,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29,ORL5,,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29
3/15/2020,DEN20,,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,LAL27,,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4
3/15/2020,HOU22,,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3,POR19,,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
3/15/2020,OKC18,,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8,WAS1,,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29
3/16/2020,ATL3,,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1,NO23,,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9
3/16/2020,DAL25,,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,LAC28,,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8
3/16/2020,GS26,,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1,TOR10,,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
3/16/2020,LAL27,,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4,UTA17,,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9
3/16/2020,MEM21,,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6,SA24,,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
3/16/2020,MIA4,,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6,MIL15,,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
3/16/2020,WAS1,,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,PHI7,,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
3/17/2020,CHA2,,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29,NY6,,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
3/17/2020,CLE12,,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,HOU22,,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
3/17/2020,DAL25,,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,SAC30,,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24
3/17/2020,MIN16,,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,POR19,,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
3/17/2020,OKC18,,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8,MEM21,,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
3/17/2020,ORL5,,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,DET14,,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
3/18/2020,GS26,,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1,IND13,,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1
3/18/2020,LAC28,,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8,DEN20,,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19
3/18/2020,MIA4,,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6,CHI11,,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9
3/18/2020,MIN16,,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,PHO29,,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
3/18/2020,NY6,,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8,BOS9,,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
3/18/2020,OKC18,,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8,ATL3,,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1
3/18/2020,SA24,,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8,NO23,,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9
3/18/2020,TOR10,,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60,PHI7,,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
3/18/2020,UTA17,,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9,LAL27,,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4
3/18/2020,WAS1,,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,BKN8,,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
3/19/2020,CLE12,,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,ORL5,,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29
3/19/2020,DAL25,,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,POR19,,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
3/19/2020,MEM21,,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6,MIL15,,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
3/19/2020,PHI7,,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1,CHA2,,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29
3/19/2020,SAC30,,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,HOU22,,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
3/20/2020,BOS9,,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5,TOR10,,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
3/20/2020,CHI11,,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,SA24,,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
3/20/2020,DEN20,,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,OKC18,,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
3/20/2020,GS26,,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1,DET14,,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
3/20/2020,MIA4,,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6,IND13,,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1
3/20/2020,MIN16,,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,UTA17,,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9
3/20/2020,PHO29,,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9,LAC28,,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8
3/20/2020,WAS1,,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,ATL3,,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1
3/21/2020,ATL3,,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1,PHI7,,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
3/21/2020,BOS9,,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5,BKN8,,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
3/21/2020,CHI11,,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,HOU22,,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
3/21/2020,CLE12,,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,IND13,,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1
3/21/2020,DAL25,,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,PHO29,,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
3/21/2020,GS26,,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1,NY6,,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
3/21/2020,LAL27,,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4,CHA2,,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29
3/21/2020,MIL15,,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4,WAS1,,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29
3/21/2020,NO23,,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,MEM21,,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
3/21/2020,SAC30,,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,ORL5,,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29
3/22/2020,DEN20,,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,TOR10,,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
3/22/2020,LAL27,,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4,DET14,,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
3/22/2020,POR19,,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5,MIN16,,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5
3/22/2020,SAC30,,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,NO23,,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9
3/22/2020,UTA17,,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9,SA24,,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
3/23/2020,BOS9,,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5,WAS1,,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29
3/23/2020,DEN20,,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,CHI11,,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9
3/23/2020,DET14,,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2,MIL15,,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
3/23/2020,HOU22,,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3,DAL25,,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8
3/23/2020,LAC28,,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8,NY6,,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
3/23/2020,OKC18,,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8,MIA4,,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6
3/23/2020,ORL5,,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,BKN8,,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
